Message ID,Producer ID,Consumer ID,Result,Sent time,Ack Sent Time,Ack Recv Time,RTT,OWT,ACKT
46,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
47,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
48,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
49,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
50,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
51,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
52,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
53,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
54,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
55,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
56,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
57,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
58,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
59,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
60,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
61,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
62,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
63,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
64,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
65,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
66,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
67,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
68,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
69,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
70,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
71,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
72,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
73,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
74,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
75,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
76,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
77,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
78,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
79,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
80,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
81,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
82,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
83,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
84,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
85,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
86,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
87,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
88,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
89,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
90,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
91,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
92,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
93,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
94,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
95,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
96,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
97,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
98,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
99,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
100,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
101,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
102,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
103,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
104,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
105,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
106,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
107,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
108,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
109,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
110,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
111,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
112,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
113,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
114,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
115,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
116,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
117,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
118,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
119,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
120,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
121,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
122,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
123,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
124,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
125,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
126,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
127,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
128,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
129,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
130,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
131,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
132,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
133,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
134,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
135,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
136,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
137,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
138,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
139,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
140,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
141,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
142,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
143,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
144,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
145,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
146,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
147,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
148,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
149,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
150,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
151,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
152,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
153,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
154,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
155,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
156,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
157,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
158,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
159,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
160,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
161,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
162,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
163,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
164,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
165,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
166,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
167,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
168,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
169,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
170,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
171,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
172,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
173,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
174,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
175,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
176,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
177,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
178,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
179,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
180,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
181,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
182,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
183,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
184,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
185,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
186,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
187,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
188,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
189,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
190,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
191,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
192,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
193,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
194,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
195,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,41,39
196,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
197,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
198,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
199,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
200,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
201,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
202,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
203,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
204,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
205,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
206,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
207,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
208,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
209,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,39,40
210,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
211,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
212,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
213,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
214,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
215,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
216,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
217,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
218,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
219,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
220,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
221,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
222,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
223,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
224,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
225,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
226,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
227,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
228,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
229,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
230,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
231,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
232,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
233,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
234,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
235,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
236,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
237,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
238,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
239,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
240,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
241,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
242,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
243,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
244,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
245,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
246,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
247,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
248,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
249,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
250,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
251,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
252,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
253,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
254,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
255,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
256,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
257,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
258,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
259,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
260,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
261,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
262,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
263,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
264,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
265,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
266,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
267,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
268,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
269,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
270,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
271,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
272,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
273,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
274,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
275,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
276,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
277,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
278,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
279,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
280,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
281,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
282,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
283,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
284,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
285,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
286,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
287,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
288,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
289,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
290,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
291,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
292,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
293,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
294,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
295,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
296,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
297,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
298,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
299,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
300,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
301,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
302,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
303,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
304,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
305,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
306,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
307,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
308,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
309,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
310,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
311,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
312,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
313,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
314,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
315,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
316,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
317,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
318,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
319,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
320,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
321,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
322,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
323,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
324,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
325,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
326,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
327,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
328,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
329,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
330,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
331,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
332,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
333,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
334,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
335,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
336,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
337,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
338,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
339,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
340,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
341,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
342,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
343,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
344,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
345,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
346,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
347,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
348,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
349,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
350,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
351,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
352,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
353,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
354,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
355,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
356,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
357,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
358,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,40,41
359,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
360,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,79,40,39
361,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
362,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,81,41,40
363,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
364,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
365,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,40,40
366,1,1,1,1.39732E+12,1.39732E+12,1.39732E+12,80,39,41
